OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,ExterQual_TA,BsmtQual_Ex,KitchenQual_Ex,KitchenQual_TA,GarageFinish_Unf,SalePrice
5,1949,2008,768,1148,1716,1,8,1,281,1.0,0.0,0.0,1.0,1.0,131000
7,1977,1994,795,1468,2263,2,9,2,539,1.0,0.0,0.0,0.0,0.0,235000
6,1953,1953,1416,1644,1644,1,7,2,418,1.0,0.0,0.0,1.0,0.0,167000
6,1984,1984,1003,1003,1003,1,6,2,588,1.0,0.0,0.0,1.0,1.0,142500
5,1950,1950,910,910,1558,1,6,1,282,1.0,0.0,0.0,1.0,1.0,152000
7,1997,1998,975,975,1950,2,7,2,576,0.0,0.0,0.0,0.0,0.0,239000
6,1968,1968,702,1041,1743,1,7,2,539,0.0,0.0,0.0,1.0,1.0,175000
6,1950,2004,1092,1152,1152,1,6,1,300,1.0,0.0,0.0,0.0,1.0,158500
5,1953,1953,1165,1336,1336,1,5,1,375,1.0,0.0,0.0,1.0,1.0,157000
8,1998,1999,1028,1210,2452,2,9,2,683,0.0,0.0,0.0,0.0,0.0,267000
7,2001,2002,1541,1541,1541,2,6,3,843,0.0,0.0,0.0,0.0,0.0,205000
5,1972,1972,894,894,894,1,5,2,552,1.0,0.0,0.0,1.0,1.0,149900
7,1880,2002,1470,1675,3493,3,10,3,870,1.0,0.0,0.0,0.0,1.0,295000
8,2004,2005,2000,2000,2000,2,8,3,888,0.0,0.0,0.0,0.0,0.0,305900
7,1990,1991,700,1122,2243,2,8,3,746,0.0,0.0,0.0,0.0,0.0,225000
6,1920,1950,319,1035,1406,1,6,0,0,1.0,0.0,0.0,0.0,1.0,89500
4,1940,1950,861,861,861,1,4,2,539,1.0,0.0,0.0,1.0,1.0,82500
9,2003,2004,1896,1944,1944,2,8,3,708,0.0,1.0,1.0,0.0,0.0,360000
6,1993,1994,697,697,1501,2,6,2,420,1.0,0.0,0.0,0.0,0.0,165600
6,1948,2002,972,972,972,1,5,1,240,1.0,0.0,0.0,1.0,1.0,132000
5,1939,1950,793,793,1118,1,5,2,410,1.0,0.0,0.0,1.0,1.0,119900
7,1965,1965,2136,2036,2036,2,8,2,513,1.0,0.0,0.0,1.0,0.0,375000
7,1925,1990,728,832,1641,1,6,2,546,1.0,0.0,1.0,0.0,1.0,178000
7,2004,2005,716,716,1432,2,6,2,432,0.0,0.0,0.0,0.0,0.0,188500
7,1980,1980,845,1153,2353,2,10,2,484,0.0,0.0,1.0,0.0,0.0,260000
8,2006,2006,1088,1088,1959,2,8,3,1025,0.0,0.0,0.0,0.0,0.0,270000
7,1993,1993,1347,1372,2646,2,9,3,656,0.0,0.0,0.0,0.0,0.0,260000
7,1980,1980,1372,1472,1472,2,6,2,588,1.0,0.0,0.0,1.0,1.0,187500
9,2006,2006,1249,1249,2596,3,9,3,840,1.0,1.0,0.0,0.0,0.0,342643
8,2004,2004,1136,1136,2468,2,10,3,872,0.0,1.0,0.0,0.0,0.0,354000
7,1986,1987,1502,1553,2730,2,8,2,576,0.0,0.0,0.0,0.0,0.0,301000
3,1955,2005,1162,1163,1163,1,6,1,220,1.0,0.0,0.0,1.0,1.0,126175
7,1967,2007,710,1898,2978,2,11,2,564,0.0,0.0,0.0,0.0,0.0,242000
5,1941,1950,720,803,803,1,5,2,360,1.0,0.0,0.0,1.0,1.0,87000
8,1993,1993,1719,1719,1719,1,6,2,473,0.0,0.0,0.0,0.0,0.0,324000
6,1960,1960,1383,1383,1383,1,7,1,292,1.0,0.0,0.0,1.0,0.0,145250
6,1916,1994,844,1445,2134,2,10,2,441,1.0,0.0,0.0,0.0,1.0,214500
5,1920,1950,596,596,1192,1,6,1,189,1.0,0.0,0.0,1.0,1.0,78000
5,1964,1964,1728,1728,1728,2,10,1,352,1.0,0.0,0.0,1.0,1.0,119000
5,1958,1992,1056,1056,1056,1,6,1,308,1.0,0.0,0.0,1.0,0.0,139000
8,2003,2004,3206,1629,1629,2,7,3,880,0.0,0.0,0.0,0.0,0.0,284000
7,2004,2004,1358,1358,1358,2,6,2,484,0.0,0.0,0.0,0.0,0.0,207000
6,1998,1998,943,943,1638,2,7,2,472,1.0,0.0,0.0,1.0,0.0,192000
5,1965,1965,1499,1619,1786,2,7,2,529,1.0,0.0,0.0,1.0,0.0,228950
9,2005,2006,1922,1922,1922,2,8,3,676,0.0,1.0,0.0,0.0,0.0,377426
7,2002,2003,1536,1536,1536,2,7,2,532,0.0,0.0,0.0,0.0,0.0,214000
7,1984,1998,1208,1621,1621,2,8,2,440,0.0,0.0,0.0,0.0,0.0,202500
6,1958,1998,1215,1215,1215,1,6,1,297,1.0,0.0,0.0,1.0,1.0,155000
8,2002,2002,967,993,1908,2,9,2,431,0.0,0.0,0.0,0.0,0.0,202900
4,1950,1950,721,841,841,1,4,1,294,0.0,0.0,0.0,1.0,1.0,82000
3,1949,1950,0,1040,1040,2,6,2,400,1.0,0.0,0.0,1.0,1.0,87500
9,2005,2005,1684,1684,1684,2,6,2,564,0.0,1.0,1.0,0.0,0.0,266000
5,1976,1976,536,536,1112,1,4,1,336,1.0,0.0,0.0,1.0,1.0,85000
6,1939,1950,972,972,1577,1,6,1,312,1.0,0.0,0.0,0.0,1.0,140200
6,1960,1998,958,958,958,1,5,1,301,1.0,0.0,0.0,1.0,0.0,151500
6,1960,1960,1478,1478,1478,2,6,2,498,1.0,0.0,0.0,1.0,1.0,157500
7,2003,2004,764,764,1626,2,6,2,474,0.0,0.0,0.0,0.0,0.0,154000
9,2005,2006,1848,1848,2728,2,10,3,706,0.0,1.0,1.0,0.0,0.0,437154
9,2007,2007,1869,1869,1869,2,6,2,617,0.0,1.0,1.0,0.0,0.0,318061
7,1986,1986,1453,1453,1453,1,6,2,445,1.0,0.0,0.0,0.0,0.0,190000
5,1941,1950,616,616,1111,1,5,1,200,1.0,0.0,0.0,1.0,1.0,95000
6,1928,2003,624,720,720,1,5,2,484,1.0,0.0,0.0,1.0,1.0,105900
6,1940,2000,940,1192,1595,1,6,1,240,1.0,0.0,0.0,1.0,1.0,140000
6,1995,1995,1200,1200,1200,2,6,2,521,0.0,0.0,0.0,0.0,0.0,177500
6,1992,1992,1158,1167,1167,2,6,2,400,1.0,0.0,0.0,0.0,0.0,173000
5,1976,1976,1142,1142,1142,1,6,2,528,1.0,0.0,0.0,1.0,0.0,134000
5,1958,1958,1062,1352,1352,1,6,1,288,1.0,0.0,0.0,0.0,1.0,130000
8,1998,1998,1086,1086,1924,2,7,2,592,0.0,0.0,0.0,0.0,0.0,280000
6,1978,1978,888,912,912,1,5,2,470,1.0,0.0,0.0,1.0,0.0,156000
5,1940,1982,883,988,1505,1,8,1,240,1.0,0.0,0.0,1.0,1.0,145000
7,2003,2003,0,495,1922,3,7,2,672,0.0,0.0,0.0,0.0,0.0,198500
6,1972,2007,483,483,987,1,5,1,264,1.0,0.0,0.0,0.0,1.0,118000
6,1976,1976,796,790,1574,2,6,2,566,1.0,0.0,0.0,1.0,0.0,190000
5,1920,1997,672,672,1344,1,6,1,468,1.0,0.0,0.0,1.0,1.0,147000
6,1963,1963,1394,1394,1394,1,6,2,514,1.0,0.0,0.0,1.0,0.0,159000
6,1962,1962,1099,1431,1431,1,6,1,296,1.0,0.0,0.0,1.0,0.0,165000
5,1954,1954,1268,1268,1268,1,7,1,244,1.0,0.0,0.0,1.0,0.0,132000
5,1959,2006,1063,1287,1287,1,7,2,576,1.0,0.0,0.0,0.0,0.0,162000
6,2000,2000,953,953,1664,2,7,2,460,1.0,0.0,0.0,1.0,0.0,172400
4,1959,1959,0,1120,1588,2,7,2,680,1.0,0.0,0.0,1.0,0.0,134432
6,1984,1984,744,752,752,1,4,1,264,1.0,0.0,0.0,1.0,1.0,125000
5,1953,1953,608,1319,1319,1,5,1,270,1.0,0.0,0.0,1.0,1.0,123000
7,2003,2004,847,847,1928,2,8,2,434,0.0,0.0,0.0,0.0,0.0,219500
1,1922,1950,683,904,904,0,4,0,0,0.0,0.0,0.0,0.0,1.0,61000
5,1996,1996,870,914,914,1,5,2,576,0.0,0.0,0.0,1.0,1.0,148000
8,2004,2005,1580,1580,2466,3,8,2,610,0.0,0.0,0.0,0.0,0.0,340000
9,2010,2010,1856,1856,1856,1,8,3,834,0.0,1.0,1.0,0.0,0.0,394432
6,2000,2000,982,1007,1800,2,7,2,463,1.0,0.0,0.0,1.0,0.0,179000
5,1924,1950,1026,1026,1691,2,6,1,308,1.0,0.0,0.0,0.0,1.0,127000
7,2006,2006,1293,1301,1301,2,5,2,572,0.0,0.0,0.0,0.0,0.0,187750
7,2006,2006,939,939,1797,2,8,2,639,0.0,0.0,0.0,0.0,0.0,213500
6,1928,1950,784,784,784,1,5,2,360,1.0,0.0,0.0,1.0,1.0,76000
6,1992,1992,1580,1079,1953,2,9,2,501,0.0,0.0,0.0,0.0,0.0,240000
8,2004,2005,1256,1269,1269,2,6,2,430,0.0,0.0,0.0,0.0,0.0,192000
5,1910,1996,658,658,1184,1,8,0,0,1.0,0.0,0.0,1.0,1.0,81000
6,1976,1976,1041,1125,1125,1,6,1,352,1.0,0.0,0.0,1.0,1.0,125000
7,1999,2000,1468,1479,1479,2,6,2,577,0.0,0.0,0.0,0.0,0.0,191000
10,2007,2008,1682,1742,2332,2,9,3,846,0.0,1.0,1.0,0.0,0.0,426000
5,1900,1950,861,961,1367,1,7,1,384,1.0,0.0,0.0,1.0,1.0,119000
6,2001,2002,804,804,1961,2,7,2,560,1.0,1.0,0.0,0.0,0.0,215000
5,1959,1959,0,882,882,1,5,1,294,1.0,0.0,0.0,1.0,0.0,106500
4,1941,1950,788,788,788,1,4,0,0,1.0,0.0,0.0,1.0,1.0,100000
5,1940,1950,735,735,1034,1,5,1,240,1.0,0.0,0.0,1.0,1.0,109000
5,1956,1956,1144,1144,1144,1,6,1,596,1.0,0.0,0.0,1.0,1.0,129000
5,1972,1972,894,894,894,1,6,2,600,1.0,0.0,0.0,1.0,0.0,123000
5,1962,1962,864,876,1812,2,8,1,264,1.0,0.0,0.0,1.0,0.0,169500
5,1920,1950,961,1077,1077,1,6,1,338,1.0,0.0,0.0,1.0,1.0,67000
7,2006,2007,1092,1112,1550,2,7,2,438,0.0,0.0,0.0,0.0,0.0,241000
8,1996,1996,1260,1288,1288,1,4,2,500,0.0,0.0,1.0,0.0,0.0,245500
7,2005,2005,1310,1310,1310,2,6,2,400,0.0,0.0,0.0,0.0,0.0,164990
5,1940,1997,672,672,672,1,4,1,240,1.0,0.0,0.0,1.0,1.0,108000
8,1998,1998,1141,1165,2263,2,10,2,420,0.0,0.0,0.0,0.0,0.0,258000
6,1995,1996,806,806,1572,2,7,2,373,1.0,0.0,0.0,1.0,0.0,168000
4,1976,1993,1281,1620,1620,2,8,2,490,1.0,0.0,0.0,1.0,1.0,150000
6,1936,1950,1064,1166,1639,1,6,1,240,1.0,0.0,0.0,1.0,1.0,115000
6,1915,1976,840,840,1680,2,8,1,308,1.0,0.0,0.0,1.0,1.0,177000
7,2006,2006,1063,1071,2172,2,9,3,947,0.0,1.0,0.0,0.0,0.0,280000
8,2007,2008,1034,1050,2078,2,8,3,836,0.0,1.0,1.0,0.0,0.0,339750
5,1958,1958,1276,1276,1276,1,5,1,350,1.0,0.0,0.0,1.0,1.0,60000
5,1955,1955,1056,1056,1056,1,5,2,572,1.0,0.0,0.0,1.0,0.0,145000
7,2009,2009,1470,1478,1478,2,7,2,484,0.0,1.0,0.0,0.0,0.0,222000
5,1927,1950,1008,1028,1028,1,5,2,360,1.0,0.0,0.0,1.0,1.0,115000
7,1993,1993,1080,1080,2097,2,9,3,678,0.0,0.0,0.0,0.0,1.0,228000
7,2007,2007,1340,1340,1340,2,6,2,396,0.0,0.0,0.0,0.0,0.0,181134
6,1978,1978,672,672,1400,1,6,2,440,1.0,0.0,0.0,1.0,0.0,149500
6,1918,1950,1370,1370,2624,2,10,3,864,1.0,0.0,0.0,1.0,1.0,239000
5,1940,1950,756,756,1134,1,7,1,240,1.0,0.0,0.0,1.0,1.0,126000
5,1968,1968,1056,1056,1056,1,6,1,304,1.0,0.0,0.0,1.0,1.0,142000
7,1997,1998,1344,1344,1344,2,8,4,784,1.0,0.0,0.0,1.0,0.0,206300
6,1977,2000,1602,1602,1602,2,8,2,529,0.0,0.0,0.0,0.0,0.0,215000
5,1954,1954,988,988,988,1,4,2,520,1.0,0.0,0.0,1.0,0.0,113000
8,1998,1998,1470,1470,2630,2,8,3,696,0.0,0.0,0.0,0.0,0.0,315000
6,1956,1956,1196,1196,1196,1,6,1,297,1.0,0.0,0.0,1.0,0.0,139000
7,1946,1992,651,707,1389,1,6,1,240,1.0,0.0,0.0,1.0,1.0,135000
7,1989,1989,1518,1644,1644,2,5,2,569,0.0,0.0,0.0,0.0,0.0,275000
4,1957,1957,907,907,907,1,5,1,352,1.0,0.0,0.0,1.0,1.0,109008
7,2007,2007,1208,1208,1208,2,6,2,628,0.0,0.0,0.0,0.0,0.0,195400
6,1988,1988,1392,1412,1412,2,6,2,576,1.0,0.0,0.0,0.0,1.0,175000
6,1971,1971,483,483,987,1,4,1,264,1.0,0.0,0.0,1.0,1.0,85400
6,1920,1998,901,1088,1198,1,7,0,0,1.0,0.0,0.0,1.0,1.0,79900
5,1971,1971,765,765,1365,1,6,2,440,1.0,0.0,0.0,1.0,1.0,122500
6,1997,1998,926,926,1604,2,7,2,470,1.0,0.0,0.0,1.0,0.0,181000
4,1972,1972,630,630,630,1,3,0,0,1.0,0.0,0.0,1.0,1.0,81000
7,1996,1996,799,827,1661,2,6,2,550,0.0,0.0,0.0,0.0,0.0,212000
6,1920,1950,648,734,1118,1,6,2,440,1.0,0.0,0.0,1.0,1.0,116000
6,1926,2004,884,904,904,1,4,1,180,0.0,0.0,0.0,1.0,1.0,119000
5,1913,2002,440,694,694,1,4,1,352,1.0,0.0,0.0,0.0,1.0,90350
6,1920,2000,684,684,1196,1,7,2,528,1.0,0.0,0.0,0.0,1.0,110000
10,2008,2008,3094,2402,2402,2,10,3,672,0.0,1.0,1.0,0.0,0.0,555000
4,1955,1955,1440,1440,1440,2,8,0,0,1.0,0.0,0.0,0.0,1.0,118000
5,1930,1992,1078,1128,1573,2,8,2,360,1.0,0.0,0.0,1.0,1.0,162900
7,2006,2007,1258,1258,1258,2,6,3,648,0.0,1.0,0.0,0.0,0.0,172500
7,1994,1995,915,933,1908,2,8,2,493,0.0,0.0,0.0,0.0,1.0,210000
6,1956,1956,1436,1689,1689,1,7,2,480,1.0,0.0,0.0,1.0,1.0,127500
6,1966,2002,1517,1888,1888,2,6,2,578,0.0,0.0,0.0,0.0,0.0,190000
7,1998,1999,930,956,1886,2,10,2,431,0.0,0.0,0.0,0.0,0.0,199900
6,1937,1950,780,780,1376,2,7,1,198,1.0,0.0,0.0,1.0,1.0,119500
3,1948,2002,649,679,1183,1,6,1,308,1.0,0.0,0.0,1.0,1.0,120000
6,1930,2005,813,813,813,1,5,1,270,1.0,0.0,0.0,0.0,1.0,110000
7,1975,1975,1533,1533,1533,2,5,2,576,1.0,0.0,0.0,0.0,1.0,280000
6,1996,1997,872,888,1756,2,7,2,422,0.0,1.0,0.0,1.0,0.0,204000
8,2008,2008,768,786,1590,2,6,2,676,0.0,0.0,0.0,0.0,0.0,210000
5,1976,1976,1728,1728,1728,2,8,2,560,1.0,0.0,0.0,1.0,1.0,188000
7,1973,1973,1242,1242,1242,1,6,2,528,1.0,0.0,0.0,1.0,1.0,175500
5,1916,1950,624,624,1344,1,7,3,513,1.0,0.0,0.0,1.0,1.0,98000
4,1954,1994,1364,1663,1663,1,6,2,529,1.0,0.0,0.0,0.0,0.0,256000
8,1925,1996,588,833,1666,1,7,1,228,1.0,0.0,0.0,0.0,1.0,161000
5,1950,1950,709,979,1203,1,5,1,352,1.0,0.0,0.0,0.0,1.0,110000
8,2009,2009,832,832,1935,2,8,2,552,0.0,0.0,0.0,1.0,0.0,263435
7,1936,2007,560,575,1135,1,6,2,576,0.0,0.0,0.0,0.0,0.0,155000
5,1965,1965,864,864,864,1,5,1,360,1.0,0.0,0.0,1.0,1.0,62383
6,1934,1995,715,849,1660,1,6,1,240,1.0,0.0,0.0,1.0,1.0,188700
5,1978,1978,1040,1040,1040,2,5,0,0,1.0,0.0,0.0,1.0,1.0,124000
7,2004,2004,1375,1414,1414,2,6,2,398,0.0,0.0,0.0,0.0,0.0,178740
7,1970,1970,1277,1277,1277,1,5,2,526,1.0,0.0,0.0,1.0,1.0,167000
5,1942,1995,728,888,1644,1,7,1,312,1.0,0.0,0.0,0.0,1.0,146500
8,2006,2006,1626,1634,1634,2,7,3,866,0.0,0.0,0.0,0.0,0.0,250000
6,1993,1993,832,832,1710,2,7,2,506,0.0,0.0,0.0,0.0,0.0,187000
8,1985,1985,1488,1502,1502,1,4,2,528,0.0,0.0,0.0,0.0,0.0,212000
7,1977,1977,808,1161,1969,2,8,2,534,1.0,0.0,0.0,1.0,0.0,190000
6,2005,2005,547,1072,1072,1,5,2,525,1.0,0.0,0.0,1.0,0.0,148000
8,2006,2007,1976,1976,1976,2,7,3,908,0.0,1.0,0.0,0.0,0.0,440000
8,2000,2000,1494,1652,1652,2,6,2,499,0.0,0.0,1.0,0.0,0.0,251000
5,1963,1963,970,970,970,1,5,2,624,1.0,0.0,0.0,1.0,1.0,132500
6,1997,1998,1478,1493,1493,2,7,2,508,1.0,0.0,0.0,0.0,0.0,208900
9,2006,2006,2153,2069,2643,2,9,3,694,0.0,0.0,1.0,0.0,0.0,380000
8,2007,2008,1705,1718,1718,2,7,3,826,0.0,1.0,0.0,0.0,0.0,297000
4,1937,2000,907,1131,1131,1,7,2,672,1.0,0.0,0.0,1.0,1.0,89471
9,2004,2005,1833,1850,1850,2,8,3,772,0.0,1.0,0.0,0.0,0.0,326000
9,2003,2004,1792,1792,1792,2,6,3,874,0.0,1.0,1.0,0.0,0.0,374000
7,1915,2005,910,916,1826,1,7,1,164,0.0,0.0,1.0,0.0,1.0,155000
6,1998,1998,1216,1216,1216,2,5,2,402,1.0,1.0,0.0,1.0,1.0,164000
5,1962,2001,999,999,999,1,6,1,264,1.0,0.0,0.0,0.0,1.0,132500
5,1950,2007,1113,1113,1113,1,5,1,264,0.0,0.0,0.0,0.0,1.0,147000
5,1965,1965,1073,1073,1073,1,6,2,515,1.0,0.0,0.0,1.0,0.0,156000
5,1971,1971,1484,1484,1484,2,7,2,487,1.0,0.0,0.0,1.0,1.0,175000
5,1900,1970,954,1766,2414,2,10,2,520,1.0,0.0,0.0,1.0,1.0,160000
4,1970,2002,630,630,630,1,3,1,286,1.0,0.0,0.0,0.0,1.0,86000
5,1976,1976,264,616,1304,1,4,1,336,1.0,0.0,0.0,1.0,0.0,115000
6,1941,1950,806,958,1578,1,5,1,240,1.0,0.0,0.0,0.0,1.0,133000
6,2006,2006,728,728,1456,2,8,2,429,0.0,0.0,0.0,1.0,0.0,172785
5,1960,1960,1269,1269,1269,1,6,1,308,1.0,0.0,0.0,1.0,1.0,155000
5,1938,1996,190,886,886,1,4,1,273,1.0,0.0,0.0,1.0,1.0,91300
4,1920,1950,720,720,720,1,4,0,0,1.0,0.0,0.0,1.0,1.0,34900
8,1992,1993,3200,3228,3228,3,10,2,546,0.0,0.0,0.0,0.0,0.0,430000
7,1925,1950,1026,1133,1820,2,8,1,240,1.0,0.0,0.0,1.0,1.0,184000
5,1967,2004,864,899,899,1,5,1,288,1.0,0.0,0.0,0.0,0.0,130000
5,1958,1985,912,912,912,1,5,1,297,1.0,0.0,0.0,1.0,0.0,120000
6,1973,1973,672,672,1218,1,7,1,264,1.0,0.0,0.0,1.0,1.0,113000
7,2005,2005,866,866,1768,2,7,2,603,0.0,0.0,0.0,0.0,0.0,226700
5,1965,1965,1214,1214,1214,1,6,2,461,1.0,0.0,0.0,1.0,1.0,140000
7,1959,1997,1501,1801,1801,2,6,2,484,1.0,0.0,0.0,1.0,0.0,289000
6,1974,1974,855,855,1322,2,6,2,440,1.0,0.0,0.0,1.0,1.0,147000
5,1952,1952,960,960,1960,2,10,2,400,1.0,0.0,0.0,1.0,1.0,124500
8,1993,1994,777,1065,1911,2,8,2,471,0.0,0.0,0.0,0.0,0.0,215000
6,2009,2009,1218,1218,1218,2,4,2,676,0.0,0.0,0.0,0.0,0.0,208300
7,1928,2005,689,689,1378,2,7,2,360,1.0,0.0,0.0,0.0,1.0,161000
5,1959,1959,1041,1041,1041,1,6,1,270,1.0,0.0,0.0,1.0,0.0,124500
5,1951,2000,1008,1363,1363,1,6,1,288,0.0,0.0,0.0,1.0,1.0,164900
7,2005,2006,1368,1368,1368,2,6,2,474,0.0,0.0,0.0,0.0,0.0,202665
5,1958,1958,864,864,864,1,5,2,624,1.0,0.0,0.0,1.0,1.0,129900
6,1983,1983,1084,1080,1080,1,5,2,484,1.0,0.0,0.0,1.0,1.0,134000
5,1926,1950,768,789,789,1,5,1,200,1.0,0.0,0.0,1.0,1.0,96500
10,2009,2009,2006,2020,2020,2,9,3,900,0.0,1.0,1.0,0.0,0.0,402861
6,1972,1972,689,1378,2119,2,7,2,583,1.0,0.0,0.0,1.0,0.0,158000
7,1996,1997,1264,1277,2344,2,7,3,889,0.0,0.0,0.0,0.0,0.0,265000
6,1998,1998,794,882,1796,2,7,2,546,1.0,0.0,0.0,1.0,0.0,211000
7,1926,2004,1276,1276,2080,1,9,1,282,0.0,0.0,0.0,0.0,1.0,234000
4,1900,2000,0,694,1294,2,7,0,0,1.0,0.0,0.0,1.0,1.0,106250
6,1957,1957,1244,1244,1244,1,6,1,336,1.0,0.0,0.0,1.0,1.0,150000
6,1947,1950,1004,1004,1664,2,7,2,420,1.0,0.0,0.0,1.0,1.0,159000
10,2007,2008,3138,3138,4676,3,11,3,884,0.0,1.0,1.0,0.0,0.0,184750
7,1996,1997,1379,1383,2398,2,8,3,834,0.0,0.0,0.0,0.0,0.0,315750
7,2005,2005,1257,1266,1266,2,6,2,453,0.0,0.0,0.0,0.0,1.0,176000
5,1956,2000,928,928,928,1,4,1,252,1.0,0.0,0.0,1.0,1.0,132000
9,2008,2008,1452,1476,2713,2,11,3,858,0.0,1.0,1.0,0.0,0.0,446261
4,1920,2002,528,605,605,1,5,0,0,1.0,0.0,0.0,1.0,1.0,86000
6,1957,1975,2035,2515,2515,3,9,2,484,0.0,0.0,0.0,1.0,0.0,200624
6,1988,1989,1461,1509,1509,2,5,2,600,0.0,0.0,0.0,0.0,0.0,175000
6,1920,1999,611,751,1362,2,6,2,502,1.0,0.0,0.0,1.0,0.0,128000
5,1955,2007,0,827,827,1,5,1,392,1.0,0.0,0.0,1.0,1.0,107500
1,1946,1950,0,334,334,1,2,0,0,0.0,0.0,0.0,0.0,1.0,39300
8,2004,2004,707,707,1414,2,6,2,403,0.0,1.0,0.0,0.0,0.0,178000
5,1910,1991,1117,820,1347,1,5,0,0,1.0,0.0,0.0,1.0,1.0,107500
7,1998,1999,880,880,1724,2,8,2,527,1.0,0.0,0.0,0.0,0.0,188000
4,1972,1972,864,864,864,1,5,2,576,1.0,0.0,0.0,1.0,1.0,111250
5,1968,1968,1051,1159,1159,1,7,1,336,1.0,0.0,0.0,1.0,1.0,158000
8,2001,2002,1581,1601,1601,2,6,2,670,0.0,0.0,0.0,0.0,0.0,272000
9,2006,2006,1838,1838,1838,2,8,3,765,0.0,1.0,1.0,0.0,0.0,315000
8,2000,2000,969,997,2285,2,8,3,648,0.0,0.0,0.0,0.0,0.0,248000
7,1998,1999,1650,1680,1680,2,7,2,583,0.0,1.0,0.0,0.0,0.0,213250
7,1998,1998,723,767,767,1,4,1,367,1.0,0.0,0.0,1.0,0.0,133000
7,2006,2006,654,664,1496,2,7,2,426,0.0,0.0,0.0,0.0,0.0,179665
7,1988,1988,1204,1377,2183,2,9,3,786,0.0,0.0,0.0,0.0,1.0,229000
6,1923,1950,1065,915,1635,1,6,2,440,1.0,0.0,0.0,1.0,1.0,210000
5,1970,1970,768,768,768,1,5,2,624,1.0,0.0,0.0,1.0,1.0,129500
5,1955,1995,825,825,825,1,4,2,720,1.0,0.0,0.0,1.0,0.0,125000
7,2003,2004,912,912,2094,2,8,2,615,0.0,0.0,0.0,0.0,0.0,263000
6,1977,1977,1069,1069,1069,2,4,2,440,1.0,0.0,0.0,1.0,0.0,140000
5,1957,1957,928,928,928,1,5,1,288,1.0,0.0,0.0,1.0,0.0,112500
8,2006,2006,1709,1717,1717,2,7,3,908,0.0,1.0,0.0,0.0,0.0,255500
4,1949,2003,0,1126,1126,2,5,2,520,1.0,0.0,0.0,0.0,0.0,108000
7,2003,2004,998,1006,2046,2,8,3,871,0.0,0.0,0.0,0.0,0.0,284000
5,1922,1950,993,1048,1048,1,5,1,280,1.0,0.0,0.0,1.0,1.0,113000
5,1957,1957,1092,1092,1092,1,6,1,299,1.0,0.0,0.0,1.0,0.0,141000
4,1920,1950,637,897,1336,1,7,1,570,1.0,0.0,0.0,1.0,1.0,108000
7,1996,1997,729,729,1446,2,6,2,406,1.0,0.0,0.0,1.0,1.0,175000
7,2003,2004,1374,1557,1557,2,7,2,420,0.0,0.0,0.0,0.0,0.0,234000
5,1957,1996,1392,1392,1392,1,5,2,528,1.0,0.0,0.0,1.0,1.0,121500
5,1974,1975,1389,1389,1389,1,6,2,418,1.0,0.0,0.0,1.0,0.0,170000
5,1940,1969,996,996,996,1,6,0,0,1.0,0.0,0.0,1.0,1.0,108000
6,1918,1950,1163,1163,1674,2,8,2,396,1.0,0.0,0.0,1.0,0.0,185000
7,1992,2000,1095,1166,2295,2,9,2,590,0.0,0.0,0.0,0.0,0.0,268000
6,1915,1950,806,841,1647,1,6,1,216,1.0,0.0,0.0,0.0,1.0,128000
9,2005,2007,1122,1134,2504,2,11,3,656,0.0,0.0,1.0,0.0,0.0,325000
7,2004,2004,1517,1535,1535,2,7,2,532,0.0,0.0,0.0,0.0,0.0,214000
8,1983,2009,1496,1496,2132,1,5,2,612,0.0,0.0,0.0,0.0,0.0,316600
5,1979,1979,943,943,943,1,4,2,600,1.0,0.0,0.0,1.0,1.0,135960
5,1965,1965,1728,1728,1728,2,10,2,576,1.0,0.0,0.0,1.0,1.0,142600
6,1959,1959,864,864,864,1,4,1,288,1.0,0.0,0.0,0.0,1.0,120000
7,2009,2009,846,846,1692,2,6,2,650,1.0,1.0,0.0,0.0,0.0,224500
7,2000,2000,384,774,1430,2,8,2,400,1.0,0.0,0.0,1.0,0.0,170000
5,1971,2005,372,576,1109,1,5,1,288,1.0,0.0,0.0,1.0,1.0,139000
5,1947,1950,832,832,1216,1,6,1,336,1.0,0.0,0.0,1.0,1.0,118500
7,1928,1950,861,877,1477,2,6,1,216,1.0,0.0,0.0,1.0,1.0,145000
5,1966,1966,1164,1320,1320,1,6,2,564,1.0,0.0,0.0,1.0,0.0,164500
7,2007,2007,689,703,1392,2,5,2,540,0.0,0.0,0.0,0.0,1.0,146000
5,1954,1954,1050,1050,1795,2,7,1,352,1.0,0.0,0.0,1.0,1.0,131500
6,1960,1987,1144,1429,1429,1,7,2,572,1.0,0.0,0.0,0.0,1.0,181900
8,2008,2009,2042,2042,2042,2,8,3,1390,0.0,1.0,1.0,0.0,0.0,253293
6,1990,1990,816,816,816,1,5,0,0,1.0,0.0,0.0,1.0,1.0,118500
10,1893,2000,1237,1521,2775,3,9,2,880,0.0,0.0,0.0,0.0,1.0,325000
4,1935,1995,884,989,1573,1,6,1,240,1.0,0.0,0.0,0.0,1.0,133000
8,2005,2006,1868,2028,2028,2,7,3,880,0.0,1.0,0.0,0.0,0.0,369900
6,1918,2000,816,838,838,1,5,1,275,1.0,0.0,0.0,0.0,0.0,130000
